Model,Model-2,Brand-2,Manufacturer SKU,RacksBrax Products,Accessories,Product1,Product1 SKU,Product1 URL,Product2,Product2 SKU,Product2 URL,Download Link,Logo,Note
BUSHWAKKA 180 PRO,BUSHWAKKA 180 PRO,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA 180 XL SQUARED,BUSHWAKKA 180 XL SQUARED,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA 180 XL SQUARED PRO,BUSHWAKKA 180 XL SQUARED PRO,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA 270,BUSHWAKKA 270,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA 270 PRO,BUSHWAKKA 270 PRO,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA 360 PRO,BUSHWAKKA 360 PRO,BUSHWAKKA,-,XD Products,Awnings,2 x XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,2 x XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA BABY 180,BUSHWAKKA BABY 180,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
"BUSHWAKKA DARKNESS
(also model with D-zip)",BUSHWAKKA DARKNESS,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
"BUSHWAKKA DARKNESS PRO
(also model with D-zip)",BUSHWAKKA DARKNESS PRO,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
"BUSHWAKKA DARKNESS XL SQUARED
(also model with D-zip)",BUSHWAKKA DARKNESS XL SQUARED,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
"BUSHWAKKA DARKNESS XL SQUARED PRO
(also model with D-zip)",BUSHWAKKA DARKNESS XL SQUARED PRO,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA EXTREME 180,BUSHWAKKA EXTREME 180,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA EXTREME 180 XL SQUARED,BUSHWAKKA EXTREME 180 XL SQUARED,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
"BUSHWAKKA EXTREME 270
(Passenger/Driver sides)",BUSHWAKKA EXTREME 270 (Passenger/Driver sides),BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA EXTREME 360,BUSHWAKKA EXTREME 360,BUSHWAKKA,-,XD Products,Awnings,2 x XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,2 x XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
"BUSHWAKKA EXTREME BABY 180
(1.5m)",BUSHWAKKA EXTREME BABY 180,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
"BUSHWAKKA EXTREME DARKNESS 270
(Passenger/Driver sides, also model with D-zip)",BUSHWAKKA EXTREME DARKNESS 270,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA EXTREME DARKNESS XL SQUARED,BUSHWAKKA EXTREME DARKNESS XL SQUARED,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA EXTREME DOUBLE SHOWER ENSUITE,BUSHWAKKA EXTREME DOUBLE SHOWER ENSUITE,BUSHWAKKA,-,XD Products,Shower Tents,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA EXTREME FALCON,BUSHWAKKA EXTREME FALCON,BUSHWAKKA,-,XD Products,Awnings,2 x XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,2 x XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
"BUSHWAKKA EXTREME MINI DARKNESS
(LHS, Passenger side)",BUSHWAKKA EXTREME MINI DARKNESS LHS,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA EXTREME MINI MEG,BUSHWAKKA EXTREME MINI MEG,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (TRIPLE),9001,https://www.racksbrax.com/products/xd-hitch?variant=43046074318914,XD Multi-Awn Adaptor (TRIPLE),9115,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040052019266,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
BUSHWAKKA EXTREME SHOWER ENSUITE,BUSHWAKKA EXTREME SHOWER ENSUITE,BUSHWAKKA,-,XD Products,Shower Tents,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
"BUSHWAKKA EXTREME SHOWER ENSUITE
(Double)",BUSHWAKKA EXTREME SHOWER ENSUITE,BUSHWAKKA,-,XD Products,Shower Tents,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
"BUSHWAKKA EXTREME SHOWER ENSUITE
(Single)",BUSHWAKKA EXTREME SHOWER ENSUITE,BUSHWAKKA,-,XD Products,Shower Tents,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
"BUSHWAKKA EXTREME SQUARE
(2m, 2.5m)",BUSHWAKKA EXTREME SQUARE - 2 x 2.5m,BUSHWAKKA,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,XD Multi-Awn Adaptor (DOUBLE),9114,https://www.racksbrax.com/products/xd-multi-awn-adaptor?variant=43040051822658,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014B_-_Bushwakka_Rev_7_November_2025.pdf?v=1764130182,home-sq-bushwakka.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/0Lg_ynpEvJmxy4qTC3rKXw/AGa-GdIO34bkeA8QDvduXqRm20k0GAEvv8OlbGLfYwVQ0sAsmdAm3V-c70RQ88Xyn_wj_-qmgVk_QpAfXP0vLBKcsttzOHhqpr6vgPhMoYLVLgbEzg92zX2QPi9yhAd6tufmSLiCRLl8o8yFy9jdC3CyYVkvZ-BsHs9tbdXl_xA/l-BWE1bzs1n0PltMUk4y-O3m3QEvGt9GYXSe_wY7iwA),
