Model,Model-2,Brand-2,Manufacturer SKU,RacksBrax Products,Accessories,Product1,Product1 SKU,Product1 URL,Product2,Product2 SKU,Product2 URL,Download Link,Logo,Note
"CANYON OFF-ROAD ALUMINIUM HARDSHELL SIDE AWNING
2 x 3m",CANYON OFF-ROAD ALUMINIUM HARDSHELL SIDE AWNING,CANYON OFF-ROAD,,HD Products,Awnings,HD Hitch Standard,8159,https://www.racksbrax.com/products/hd-hitch,HD Awning Adaptor Plate (DOUBLE),8192,https://www.racksbrax.com/products/hd-awning-adaptor-plates?variant=43045910380610,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014AG_-_Canyon_Off-Road_Rev_0_November_2023.pdf?v=1701825760,home-sq-canyonoffroad.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/fDhZqoBqlyKavPWr8I-5qw/Y_ENa8AzNsO3BCOVFA8DnYn0Yv8sih9vF1tjlc6EBjH0RNVzQXVKpgTSKNAvT7fIg0Trhfw5AKRIsV1RESWSmT1xufh9Qn7TSFoH8nU6npiNf-5cpMWo2cH4bCkguQW3JRIJyj0WQaEthxxFoqsbkerIsBAWCqL9f-ifoseVtxs/6V6jgXaagBHamPcUXdmu0RejC6OxhMqApBRruRer6eY),
CANYON OFF-ROAD HARDSHELL SHOWER TENT AWNING,CANYON OFF-ROAD HARDSHELL SHOWER TENT AWNING,CANYON OFF-ROAD,,HD Products,Shower Tents,HD Hitch Standard,8159,https://www.racksbrax.com/products/hd-hitch,HD Awning Adaptor Plate (DOUBLE),8192,https://www.racksbrax.com/products/hd-awning-adaptor-plates?variant=43045910380610,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014AG_-_Canyon_Off-Road_Rev_0_November_2023.pdf?v=1701825760,home-sq-canyonoffroad.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/fDhZqoBqlyKavPWr8I-5qw/Y_ENa8AzNsO3BCOVFA8DnYn0Yv8sih9vF1tjlc6EBjH0RNVzQXVKpgTSKNAvT7fIg0Trhfw5AKRIsV1RESWSmT1xufh9Qn7TSFoH8nU6npiNf-5cpMWo2cH4bCkguQW3JRIJyj0WQaEthxxFoqsbkerIsBAWCqL9f-ifoseVtxs/6V6jgXaagBHamPcUXdmu0RejC6OxhMqApBRruRer6eY),
CAOS NOMAD 270 BASE AWNING,CAOS NOMAD 270 BASE AWNING,CAOS,,HD Products,Awnings,HD Hitch Standard,8159,https://www.racksbrax.com/products/hd-hitch,HD Awning Adaptor Plate (DOUBLE),8192,https://www.racksbrax.com/products/hd-awning-adaptor-plates?variant=43045910380610,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014N_-_CAOS_Rev_2_July_2025.pdf?v=1753924417,home-sq-caos.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/wn0XnFfro6uYMEOjrdNYFQ/P8I8lq6-1E9gRH78NiXZchTaBoZp7SsmrehCtdZme3uSx17nR_QZzfrGMPwoXmc5Uh2kFJRGIEVs-ekOazMv0Idn-VvYiFdPNNec9-XSvccXW9vedrzfr1npU7jrvG2lPtqmnUSewriZA6jfCdaA-qQ9lymr70uxtDp0KW96pLE/aI0uE4GAniizlmXYz2szUhQLfUFgn71SZS7cy1CggO0),
"CAOS NOMAD 270 BUB AWNING
(For JEEP/Suzuki)",CAOS NOMAD 270 BUB AWNING (For JEEP/Suzuki),CAOS,,HD Products,Awnings,HD Hitch Standard,8159,https://www.racksbrax.com/products/hd-hitch,HD Awning Adaptor Plate (DOUBLE),8192,https://www.racksbrax.com/products/hd-awning-adaptor-plates?variant=43045910380610,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014N_-_CAOS_Rev_2_July_2025.pdf?v=1753924417,home-sq-caos.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/wn0XnFfro6uYMEOjrdNYFQ/P8I8lq6-1E9gRH78NiXZchTaBoZp7SsmrehCtdZme3uSx17nR_QZzfrGMPwoXmc5Uh2kFJRGIEVs-ekOazMv0Idn-VvYiFdPNNec9-XSvccXW9vedrzfr1npU7jrvG2lPtqmnUSewriZA6jfCdaA-qQ9lymr70uxtDp0KW96pLE/aI0uE4GAniizlmXYz2szUhQLfUFgn71SZS7cy1CggO0),
CAOS NOMAD 270+ PREMIUM AWNING,CAOS NOMAD 270+ PREMIUM AWNING,CAOS,,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014N_-_CAOS_Rev_2_July_2025.pdf?v=1753924417,home-sq-caos.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/wn0XnFfro6uYMEOjrdNYFQ/P8I8lq6-1E9gRH78NiXZchTaBoZp7SsmrehCtdZme3uSx17nR_QZzfrGMPwoXmc5Uh2kFJRGIEVs-ekOazMv0Idn-VvYiFdPNNec9-XSvccXW9vedrzfr1npU7jrvG2lPtqmnUSewriZA6jfCdaA-qQ9lymr70uxtDp0KW96pLE/aI0uE4GAniizlmXYz2szUhQLfUFgn71SZS7cy1CggO0),
CAOS NOMAD SHOWER TENT AWNING,CAOS NOMAD SHOWER TENT AWNING,CAOS,,HD Products,Shower Tents,HD Hitch Standard,8159,https://www.racksbrax.com/products/hd-hitch,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014N_-_CAOS_Rev_2_July_2025.pdf?v=1753924417,home-sq-caos.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/wn0XnFfro6uYMEOjrdNYFQ/P8I8lq6-1E9gRH78NiXZchTaBoZp7SsmrehCtdZme3uSx17nR_QZzfrGMPwoXmc5Uh2kFJRGIEVs-ekOazMv0Idn-VvYiFdPNNec9-XSvccXW9vedrzfr1npU7jrvG2lPtqmnUSewriZA6jfCdaA-qQ9lymr70uxtDp0KW96pLE/aI0uE4GAniizlmXYz2szUhQLfUFgn71SZS7cy1CggO0),
"CAOS NOMAD SIDE MOUNTED AWNING
(2 x 2.5m, 2 x 3m, 2.5 x 2.5m)","CAOS NOMAD SIDE MOUNTED AWNING - 2 x 2.5m, 2 x",CAOS,,HD Products,Awnings,HD Hitch Standard,8159,https://www.racksbrax.com/products/hd-hitch,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014N_-_CAOS_Rev_2_July_2025.pdf?v=1753924417,home-sq-caos.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/wn0XnFfro6uYMEOjrdNYFQ/P8I8lq6-1E9gRH78NiXZchTaBoZp7SsmrehCtdZme3uSx17nR_QZzfrGMPwoXmc5Uh2kFJRGIEVs-ekOazMv0Idn-VvYiFdPNNec9-XSvccXW9vedrzfr1npU7jrvG2lPtqmnUSewriZA6jfCdaA-qQ9lymr70uxtDp0KW96pLE/aI0uE4GAniizlmXYz2szUhQLfUFgn71SZS7cy1CggO0),
CLEVERSHADE 180 DELUXE AWNING,CLEVERSHADE 180 DELUXE AWNING,CLEVERSHADE,,XD Products,Awnings,XD Hitch (TRIPLE),9001,https://www.racksbrax.com/products/xd-hitch?variant=43046074318914,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014AQ_-_Clevershade_Rev_0_June_2025.pdf?v=1748841857,home-sq-clevershade.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Td7GDUAqkH2LUFiSJJTKXw/ya8yFPp8DTOMx5oBlY-HJ9foKMDNYW7AfSUlOq-i7xbDxw0UfexYCWUeSZF3yBRUd99YXA271_4II20awCLB9ozq-Xk-l_MlSRmkgaQyz45hLIkYmVVJ3b7mmwITAiWSKul1BC0aM2kaiSNCgg_Pbnp4TEMe2b4EW4smYW2vMk8/dj3rtq-mEmqPCQlgosEoPCrOBvNFtd0ESF08GGyIJh0),
CLEVERSHADE 180 ULTRA-LITE AWNING,CLEVERSHADE 180 ULTRA-LITE AWNING,CLEVERSHADE,,,Awnings,,,,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014AQ_-_Clevershade_Rev_0_June_2025.pdf?v=1748841857,home-sq-clevershade.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Td7GDUAqkH2LUFiSJJTKXw/ya8yFPp8DTOMx5oBlY-HJ9foKMDNYW7AfSUlOq-i7xbDxw0UfexYCWUeSZF3yBRUd99YXA271_4II20awCLB9ozq-Xk-l_MlSRmkgaQyz45hLIkYmVVJ3b7mmwITAiWSKul1BC0aM2kaiSNCgg_Pbnp4TEMe2b4EW4smYW2vMk8/dj3rtq-mEmqPCQlgosEoPCrOBvNFtd0ESF08GGyIJh0),
CLEVERSHADE 270 COMPACT DELUXE AWNING,CLEVERSHADE 270 COMPACT DELUXE AWNING,CLEVERSHADE,,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014AQ_-_Clevershade_Rev_0_June_2025.pdf?v=1748841857,home-sq-clevershade.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Td7GDUAqkH2LUFiSJJTKXw/ya8yFPp8DTOMx5oBlY-HJ9foKMDNYW7AfSUlOq-i7xbDxw0UfexYCWUeSZF3yBRUd99YXA271_4II20awCLB9ozq-Xk-l_MlSRmkgaQyz45hLIkYmVVJ3b7mmwITAiWSKul1BC0aM2kaiSNCgg_Pbnp4TEMe2b4EW4smYW2vMk8/dj3rtq-mEmqPCQlgosEoPCrOBvNFtd0ESF08GGyIJh0),
CLEVERSHADE 270 DELUXE AWNING,CLEVERSHADE 270 DELUXE AWNING,CLEVERSHADE,,XD Products,Awnings,XD Hitch (TRIPLE),9001,https://www.racksbrax.com/products/xd-hitch?variant=43046074318914,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014AQ_-_Clevershade_Rev_0_June_2025.pdf?v=1748841857,home-sq-clevershade.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Td7GDUAqkH2LUFiSJJTKXw/ya8yFPp8DTOMx5oBlY-HJ9foKMDNYW7AfSUlOq-i7xbDxw0UfexYCWUeSZF3yBRUd99YXA271_4II20awCLB9ozq-Xk-l_MlSRmkgaQyz45hLIkYmVVJ3b7mmwITAiWSKul1BC0aM2kaiSNCgg_Pbnp4TEMe2b4EW4smYW2vMk8/dj3rtq-mEmqPCQlgosEoPCrOBvNFtd0ESF08GGyIJh0),
CLEVERSHADE 270 ULTRA-LITE AWNING,CLEVERSHADE 270 ULTRA-LITE AWNING,CLEVERSHADE,,,Awnings,,,,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014AQ_-_Clevershade_Rev_0_June_2025.pdf?v=1748841857,home-sq-clevershade.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Td7GDUAqkH2LUFiSJJTKXw/ya8yFPp8DTOMx5oBlY-HJ9foKMDNYW7AfSUlOq-i7xbDxw0UfexYCWUeSZF3yBRUd99YXA271_4II20awCLB9ozq-Xk-l_MlSRmkgaQyz45hLIkYmVVJ3b7mmwITAiWSKul1BC0aM2kaiSNCgg_Pbnp4TEMe2b4EW4smYW2vMk8/dj3rtq-mEmqPCQlgosEoPCrOBvNFtd0ESF08GGyIJh0),
CLEVERSHADE 360 ULTRA-LITE AWNING,CLEVERSHADE 360 ULTRA-LITE AWNING,CLEVERSHADE,,,Awnings,,,,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014AQ_-_Clevershade_Rev_0_June_2025.pdf?v=1748841857,home-sq-clevershade.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Td7GDUAqkH2LUFiSJJTKXw/ya8yFPp8DTOMx5oBlY-HJ9foKMDNYW7AfSUlOq-i7xbDxw0UfexYCWUeSZF3yBRUd99YXA271_4II20awCLB9ozq-Xk-l_MlSRmkgaQyz45hLIkYmVVJ3b7mmwITAiWSKul1BC0aM2kaiSNCgg_Pbnp4TEMe2b4EW4smYW2vMk8/dj3rtq-mEmqPCQlgosEoPCrOBvNFtd0ESF08GGyIJh0),
CRASHPAD CRASH COVER 270 FREESTANDING AWNING LHS,CRASHPAD CRASH COVER 270 FREESTANDING AWNING LHS,CRASHPAD,,XD Products,Awnings,XD Hitch (TRIPLE),9001,https://www.racksbrax.com/products/xd-hitch?variant=43046074318914,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014AB_-_Crashpad_Rev_2_October_2023.pdf?v=1697611332,home-sq-crashpad.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/IJT61A9Q_-AZJ0kLmX6vsg/1dpdslUgMTN1MAbqwcWzn8M5eRyXMhKBQzpDySwZvWPJdhp9JaTpjfCQqNIHXCQuNO7hNVC7VOKjfPKH7AXBO3NFFLme8NLItaVv-rWeenPatiw-rGMk8SPAjJbeINBalCnY6lgEmyzZngv2UhpAAdtMdnUbEG-_2soODiHOlLo/DPJhjyNa1xhGe63ELgAUq7X3gei9JxSJlbfgwUda4Vc),Note XD Hitch body to fit down one side of each bracket when using CRASHPAD supplied brackets.
CRASHPAD CRASH CUBICLE SHOWER TENT,CRASHPAD CRASH CUBICLE SHOWER TENT,CRASHPAD,,HD Products,Shower Tents,HD Hitch Standard,8159,https://www.racksbrax.com/products/hd-hitch,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014AB_-_Crashpad_Rev_2_October_2023.pdf?v=1697611332,home-sq-crashpad.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/IJT61A9Q_-AZJ0kLmX6vsg/1dpdslUgMTN1MAbqwcWzn8M5eRyXMhKBQzpDySwZvWPJdhp9JaTpjfCQqNIHXCQuNO7hNVC7VOKjfPKH7AXBO3NFFLme8NLItaVv-rWeenPatiw-rGMk8SPAjJbeINBalCnY6lgEmyzZngv2UhpAAdtMdnUbEG-_2soODiHOlLo/DPJhjyNa1xhGe63ELgAUq7X3gei9JxSJlbfgwUda4Vc),
CRUZ AIRO BAR,CRUZ AIRO BAR,CRUZ,,"HD Products,XD Products",Roof Racks,,,,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014Z_-_Roof_Racks_Rev_5_February_2024.pdf?v=1708563846,home-sq-cruz.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/TmluSSg8FC7E33lV6b35bQ/_sao_rVx__Jo1pKHyR9iZxehwmVbHabL-mpEv1u-pwka7m93kwR1vi_n0YI9IDDXAU2StLcuVucsxxnDyEFHwhwKCaXdjwGEU5Zxr9101V37SeZj_o66abaNUZGvZwaW171plB4nV6g4fAcw35a0Cvn_oycDJfs8d1BnPdQ85sE/HsVWu34-VFvG72Ghs7_jZzMKmPgPTNnLfkKPZxMhaps),
CRUZ COMMERCIAL BAR,CRUZ COMMERCIAL BAR,CRUZ,,"HD Products,XD Products",Roof Racks,,,,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014Z_-_Roof_Racks_Rev_5_February_2024.pdf?v=1708563846,home-sq-cruz.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/TmluSSg8FC7E33lV6b35bQ/_sao_rVx__Jo1pKHyR9iZxehwmVbHabL-mpEv1u-pwka7m93kwR1vi_n0YI9IDDXAU2StLcuVucsxxnDyEFHwhwKCaXdjwGEU5Zxr9101V37SeZj_o66abaNUZGvZwaW171plB4nV6g4fAcw35a0Cvn_oycDJfs8d1BnPdQ85sE/HsVWu34-VFvG72Ghs7_jZzMKmPgPTNnLfkKPZxMhaps),
DARCHE 120 AWNING,DARCHE 120 AWNING,DARCHE,T050801738,HD Products,Awnings,HD Hitch Standard,8159,https://www.racksbrax.com/products/hd-hitch,HD Awning Adaptor Plate (DOUBLE),8192,https://www.racksbrax.com/products/hd-awning-adaptor-plates?variant=43045910380610,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014A_-_Darche_Rev_8_June_2026.pdf?v=1781152569,home-sq-darche.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Ik_FJRA52F6XEZE0QFoCAQ/2dTatIN_ekHCM_brc_EhEQCVaWjmKF0E1uWWUz6Fi4GDzylI04vEh5Bbiu9K4ejJYHCnQPqzx908duxO5yxYtzgxAD1Q3-8jTLKwbRLcrhykCJRSKHzailrVd3oJ7YBTDWnpz303hFxz_gwivUZKwK6t8qJh8Dc_49xW66hMqb4/W0LedbnXKlDTb_LMT_rCOxGl1ABE8n_Bbn0YDXqA8oY),Supplied brackets from DARCHE will not work with the HD Hitch range.
DARCHE ECLIPSE 180,DARCHE ECLIPSE 180,DARCHE,-,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014A_-_Darche_Rev_8_June_2026.pdf?v=1781152569,home-sq-darche.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Ik_FJRA52F6XEZE0QFoCAQ/2dTatIN_ekHCM_brc_EhEQCVaWjmKF0E1uWWUz6Fi4GDzylI04vEh5Bbiu9K4ejJYHCnQPqzx908duxO5yxYtzgxAD1Q3-8jTLKwbRLcrhykCJRSKHzailrVd3oJ7YBTDWnpz303hFxz_gwivUZKwK6t8qJh8Dc_49xW66hMqb4/W0LedbnXKlDTb_LMT_rCOxGl1ABE8n_Bbn0YDXqA8oY),
DARCHE ECLIPSE 180 (Gen 2),DARCHE ECLIPSE 180 Gen 2,DARCHE,T050801744B,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014A_-_Darche_Rev_8_June_2026.pdf?v=1781152569,home-sq-darche.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Ik_FJRA52F6XEZE0QFoCAQ/2dTatIN_ekHCM_brc_EhEQCVaWjmKF0E1uWWUz6Fi4GDzylI04vEh5Bbiu9K4ejJYHCnQPqzx908duxO5yxYtzgxAD1Q3-8jTLKwbRLcrhykCJRSKHzailrVd3oJ7YBTDWnpz303hFxz_gwivUZKwK6t8qJh8Dc_49xW66hMqb4/W0LedbnXKlDTb_LMT_rCOxGl1ABE8n_Bbn0YDXqA8oY),
DARCHE ECLIPSE 180 FREESTANDING LED AWNING,DARCHE ECLIPSE 180 FREESTANDING LED AWNING,DARCHE,T050801739,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014A_-_Darche_Rev_8_June_2026.pdf?v=1781152569,home-sq-darche.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Ik_FJRA52F6XEZE0QFoCAQ/2dTatIN_ekHCM_brc_EhEQCVaWjmKF0E1uWWUz6Fi4GDzylI04vEh5Bbiu9K4ejJYHCnQPqzx908duxO5yxYtzgxAD1Q3-8jTLKwbRLcrhykCJRSKHzailrVd3oJ7YBTDWnpz303hFxz_gwivUZKwK6t8qJh8Dc_49xW66hMqb4/W0LedbnXKlDTb_LMT_rCOxGl1ABE8n_Bbn0YDXqA8oY),
DARCHE ECLIPSE 180 Versatile,DARCHE ECLIPSE 180 Versatile,DARCHE,T050801744V,XD Products,Awnings,XD Hitch (DOUBLE),9000,https://www.racksbrax.com/products/xd-hitch?variant=43046041387074,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014A_-_Darche_Rev_8_June_2026.pdf?v=1781152569,home-sq-darche.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Ik_FJRA52F6XEZE0QFoCAQ/2dTatIN_ekHCM_brc_EhEQCVaWjmKF0E1uWWUz6Fi4GDzylI04vEh5Bbiu9K4ejJYHCnQPqzx908duxO5yxYtzgxAD1Q3-8jTLKwbRLcrhykCJRSKHzailrVd3oJ7YBTDWnpz303hFxz_gwivUZKwK6t8qJh8Dc_49xW66hMqb4/W0LedbnXKlDTb_LMT_rCOxGl1ABE8n_Bbn0YDXqA8oY),
DARCHE ECLIPSE 270,DARCHE ECLIPSE 270,DARCHE,-,XD Products,Awnings,XD Hitch (TRIPLE),9001,https://www.racksbrax.com/products/xd-hitch?variant=43046074318914,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014A_-_Darche_Rev_8_June_2026.pdf?v=1781152569,home-sq-darche.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Ik_FJRA52F6XEZE0QFoCAQ/2dTatIN_ekHCM_brc_EhEQCVaWjmKF0E1uWWUz6Fi4GDzylI04vEh5Bbiu9K4ejJYHCnQPqzx908duxO5yxYtzgxAD1Q3-8jTLKwbRLcrhykCJRSKHzailrVd3oJ7YBTDWnpz303hFxz_gwivUZKwK6t8qJh8Dc_49xW66hMqb4/W0LedbnXKlDTb_LMT_rCOxGl1ABE8n_Bbn0YDXqA8oY),
"DARCHE ECLIPSE 270 FREESTANDING LED AWNING
(Left)",DARCHE ECLIPSE 270 FREESTANDING LED AWNING Left,DARCHE,T050801740,XD Products,Awnings,XD Hitch (TRIPLE),9001,https://www.racksbrax.com/products/xd-hitch?variant=43046074318914,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014A_-_Darche_Rev_8_June_2026.pdf?v=1781152569,home-sq-darche.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Ik_FJRA52F6XEZE0QFoCAQ/2dTatIN_ekHCM_brc_EhEQCVaWjmKF0E1uWWUz6Fi4GDzylI04vEh5Bbiu9K4ejJYHCnQPqzx908duxO5yxYtzgxAD1Q3-8jTLKwbRLcrhykCJRSKHzailrVd3oJ7YBTDWnpz303hFxz_gwivUZKwK6t8qJh8Dc_49xW66hMqb4/W0LedbnXKlDTb_LMT_rCOxGl1ABE8n_Bbn0YDXqA8oY),
"DARCHE ECLIPSE 270 G2
(left/right)",DARCHE ECLIPSE 270 G2 (right/left),DARCHE,"T050801743, T050801743D",XD Products,Awnings,XD Hitch (TRIPLE),9001,https://www.racksbrax.com/products/xd-hitch?variant=43046074318914,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014A_-_Darche_Rev_8_June_2026.pdf?v=1781152569,home-sq-darche.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Ik_FJRA52F6XEZE0QFoCAQ/2dTatIN_ekHCM_brc_EhEQCVaWjmKF0E1uWWUz6Fi4GDzylI04vEh5Bbiu9K4ejJYHCnQPqzx908duxO5yxYtzgxAD1Q3-8jTLKwbRLcrhykCJRSKHzailrVd3oJ7YBTDWnpz303hFxz_gwivUZKwK6t8qJh8Dc_49xW66hMqb4/W0LedbnXKlDTb_LMT_rCOxGl1ABE8n_Bbn0YDXqA8oY),
DARCHE ECLIPSE CUBE SHOWER TENT,DARCHE ECLIPSE CUBE SHOWER TENT,DARCHE,T050801084,HD Products,Shower Tents,HD Hitch Standard,8159,https://www.racksbrax.com/products/hd-hitch,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014A_-_Darche_Rev_8_June_2026.pdf?v=1781152569,home-sq-darche.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Ik_FJRA52F6XEZE0QFoCAQ/2dTatIN_ekHCM_brc_EhEQCVaWjmKF0E1uWWUz6Fi4GDzylI04vEh5Bbiu9K4ejJYHCnQPqzx908duxO5yxYtzgxAD1Q3-8jTLKwbRLcrhykCJRSKHzailrVd3oJ7YBTDWnpz303hFxz_gwivUZKwK6t8qJh8Dc_49xW66hMqb4/W0LedbnXKlDTb_LMT_rCOxGl1ABE8n_Bbn0YDXqA8oY),
DARCHE ECLIPSE FREESTD HARDSHELL 270 AWNING,DARCHE ECLIPSE FREESTD HARDSHELL 270 AWNING,DARCHE,T050801736,HD Products,Awnings,HD Hitch Standard,8159,https://www.racksbrax.com/products/hd-hitch,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014A_-_Darche_Rev_8_June_2026.pdf?v=1781152569,home-sq-darche.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Ik_FJRA52F6XEZE0QFoCAQ/2dTatIN_ekHCM_brc_EhEQCVaWjmKF0E1uWWUz6Fi4GDzylI04vEh5Bbiu9K4ejJYHCnQPqzx908duxO5yxYtzgxAD1Q3-8jTLKwbRLcrhykCJRSKHzailrVd3oJ7YBTDWnpz303hFxz_gwivUZKwK6t8qJh8Dc_49xW66hMqb4/W0LedbnXKlDTb_LMT_rCOxGl1ABE8n_Bbn0YDXqA8oY),
"DARCHE ECLIPSE RAPID-X
(2 x 2.3m)",DARCHE ECLIPSE RAPID-X,DARCHE,T050801733,HD Products,Awnings,HD Hitch Standard,8159,https://www.racksbrax.com/products/hd-hitch,HD Awning Adaptor Plate (DOUBLE),8192,https://www.racksbrax.com/products/hd-awning-adaptor-plates?variant=43045910380610,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014A_-_Darche_Rev_8_June_2026.pdf?v=1781152569,home-sq-darche.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Ik_FJRA52F6XEZE0QFoCAQ/2dTatIN_ekHCM_brc_EhEQCVaWjmKF0E1uWWUz6Fi4GDzylI04vEh5Bbiu9K4ejJYHCnQPqzx908duxO5yxYtzgxAD1Q3-8jTLKwbRLcrhykCJRSKHzailrVd3oJ7YBTDWnpz303hFxz_gwivUZKwK6t8qJh8Dc_49xW66hMqb4/W0LedbnXKlDTb_LMT_rCOxGl1ABE8n_Bbn0YDXqA8oY),
"DARCHE ECLIPSE SLIMLINE
(2 x 2.5m)",DARCHE ECLIPSE SLIMLINE - 2 x 2.5m,DARCHE,"T050801793, T050801794",HD Products,Awnings,HD Hitch Standard,8159,https://www.racksbrax.com/products/hd-hitch,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014A_-_Darche_Rev_8_June_2026.pdf?v=1781152569,home-sq-darche.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Ik_FJRA52F6XEZE0QFoCAQ/2dTatIN_ekHCM_brc_EhEQCVaWjmKF0E1uWWUz6Fi4GDzylI04vEh5Bbiu9K4ejJYHCnQPqzx908duxO5yxYtzgxAD1Q3-8jTLKwbRLcrhykCJRSKHzailrVd3oJ7YBTDWnpz303hFxz_gwivUZKwK6t8qJh8Dc_49xW66hMqb4/W0LedbnXKlDTb_LMT_rCOxGl1ABE8n_Bbn0YDXqA8oY),
"DARCHE ECLIPSE SLIMLINE
(2.5 x 2.5m)",DARCHE ECLIPSE SLIMLINE 2.5 x 2.5m,DARCHE,-,HD Products,Awnings,HD Hitch Standard,8159,https://www.racksbrax.com/products/hd-hitch,,,,https://cdn.shopify.com/s/files/1/0099/0232/5826/files/RB-REF-014A_-_Darche_Rev_8_June_2026.pdf?v=1781152569,home-sq-darche.png (https://v5.airtableusercontent.com/v3/u/54/54/1782878400000/Ik_FJRA52F6XEZE0QFoCAQ/2dTatIN_ekHCM_brc_EhEQCVaWjmKF0E1uWWUz6Fi4GDzylI04vEh5Bbiu9K4ejJYHCnQPqzx908duxO5yxYtzgxAD1Q3-8jTLKwbRLcrhykCJRSKHzailrVd3oJ7YBTDWnpz303hFxz_gwivUZKwK6t8qJh8Dc_49xW66hMqb4/W0LedbnXKlDTb_LMT_rCOxGl1ABE8n_Bbn0YDXqA8oY),
